,berita,categories,berantai,topik,jenis,,,
422,"Informasi : bagi dulur-dulur yg
blm punya akte kelahiran, pada
tgl 2-24 juli ada pelayanan akte
kelahiran keliling di jam 09.00 s/
d 13.00 syarat, membawa foto
copy KK,KTP dan foto copy KTP
2 orang saksi. Akte langsung jadi.
tolong di informasikan ke saudara
dan tetangga mungkin sangat
membantu. Terima kasih. Lokasinya
taman bungkul & Royal.",salah,berantai,lain,[fabricated content],,,
423,,salah,tidak berantai,lain,[false context],,,
424,,salah,,,[false context],,,
425,"Innalillahi wainnaillaihi rojiun..
Korban gowes pake masker td pagi dibelakang citragrand ..
A.n kol.laut(T) DIDIK HARI PRASETYO.. 
Semoga amal ibadahnx diterima Allah swt.
 NOTE :
Mengingatjan rekan2 klo bersepeda jgn pake masker sebab jantung perlu oksigen yg banyak.
Dengan pake masker terhalang oksigen masuk ke jantung dan paru2..👇",salah,tidak berantai,kesehatan,[false context],,,
426,,salah,,,[misleading content],,,
427,,salah,,,[fabricated content],,,
428,,salah,,,[fabricated content],,,
429,"WORO - WORO
Assalamu'alaikum Wr...Wb...
Mohon Ijin Kepada Semua Masyarakat Bahwa :
Mulai Senin besok tgl 22 Juni 2020.
Pemda Kendal Akan Melaksanakan Razia  Pemakaian Masker ( Dlm Rangka Melaksanakan Protokol Kesehatan ) Bagi Pengguna jln Raya Dalam SKALA KECAMATAN,
Dan Bagi Pelanggar Akan Di kenakan Sangsi Sosial :
1. Menyapu Fasum
2. Menyanyikan Lagu Wajib
3. Denda Minimal Rp. 250.000
*Adapun Razia ini Akan Melibatkan Beberapa Unsur 😘 
1. Kepolisian
2. TNI
3. Satpol PP
4. Dishub
5. 3 Pilar 
Wassalamu'alaikum Wr. Wb..
Infokan Kepada Saudara"" kita Ya Yg Akan Keluar Rumah agar Mentaati Protokol Kesehatan.
",salah,tidak berantai,lain,[misleading content],,,
430,"PENGUMUMAN

Assalaamu’alaikum wr. wb.

Bersama ini kami smpkkan kpd seluruh Mahasiswa Penerima Beasiswa bahwa skarang ini BPK (Badan Pengawas Keuangan) RI dan KPK datang dari Jakarta dan utk beberapa bulan ke depan berkntor di Pemkab Jember dengn maksud dan tujuan yaitu sdang melacak penggunaan dana/keuangan Beasiswa yg sdh disalurkan ke Mahasiswa itu berasal dari uang Negada dan pada hari Kami tgl 11 Juni 2020 jam 10.00 wib sdh satu orang Mahasiswa saya atas nama Sinta Yuliatin dipanggil BPK/KPK di Pemkab Jember dan salah satu pertanyaannya adalah tentang penggunaan keuangan Beasiswa dan dimintau bukti2 pembayaran kuliahnya tentang keuangan yg shd masuk di buku Rekening nya",salah,tidak berantai,pendidikan,[false context],,,
431,"Innalillahi wa innailaihi Rojiuun, Turut berduka cita atas tenggelamnya salah satu kapal penumpang milik Mustafa Andi Baso (Dg kila) di perairan Makassar menuju pulau barrang Lompo. Menurut saksi mata, kapal jenis jolloro’ tersebut kelebihan muatan saat berlayar menuju pulau. Sementara ada 13 jenazah yang telah di evakuasi, masyarakat bersama tim SAR masih terus mencari korban yg lain. #BarrangLompoBerduka",salah,tidak berantai,lain,[false context],,,
432,"Apa benar Penggunaan masker yang berkepanjangan mengakibatkan Hipoksia.?
Apakah terlalu lama menggunakan masker dapat menyebabkan hipoksia?
*pakai masker lama dapat menyebabkan hipoksia*

*PENGGUNAAN MASKER UNTUK WAKTU LAMA DAPAT MENGAKIBATKAN HIPOKSIA.*

Menghirup udara yang dihembuskan berulang kali yang telah berubah menjadi karbon dioksida, menyebabkan kita menjadi pusing.

Ini memabukkan pengguna, dan lebih banyak lagi ketika ia harus bergerak, dan melakukan pergerakan.

Ini menyebabkan ketidaknyamanan, kehilangan refleks dan pikiran sadar.

Ini menghasilkan kelelahan yang luar biasa.

Selain itu, kekurangan oksigen menyebabkan pemecahan glukosa dan kenaikan asam laktat akan terancam punah.

Beberapa orang mengendarai mobil mereka dengan masker , itu sangat berbahaya, karena, udara busuk dapat membuat pengemudi kehilangan kesadaran.

Dianjurkan untuk menggunakannya hanya jika Anda dekat dengan seseorang di depan anda, *penting diingat untuk mengangkatnya setiap 10 menit supaya aliran oksigen ke otak tetap sehat.*

Kontraproduktif bagi orang-orang yang melayani masyarakat selama 8 jam, karena mereka memabukkan diri mereka sendiri tanpa menyadarinya.

Pastikan pencegahan tidak membawa Anda ke masalah lain ... *mari gunakan masker secara baik.*

NB :
*Hipoksia* adalah kondisi kurangnya pasokan oksigen di sel dan jaringan tubuh untuk menjalankan fungsi normalnya.

*Tolong bantu sebarkan pesan ini bila anda anggap penting dan perlu...*

Dr.Silby Prakoso SPD
RS.Dr.Soetomo

*PENGGUNAAN MASKER UNTUK WAKTU LAMA DAPAT MENGAKIBATKAN HIPOKSIA.*

Menghirup udara yang dihembuskan berulang kali yang telah berubah menjadi karbon dioksida, menyebabkan kita menjadi pusing.

Ini memabukkan pengguna, dan lebih banyak lagi ketika ia harus bergerak, dan melakukan pergerakan.

Ini menyebabkan ketidaknyamanan, kehilangan refleks dan pikiran sadar.

Ini menghasilkan kelelahan yang luar biasa.

Selain itu, kekurangan oksigen menyebabkan pemecahan glukosa dan kenaikan asam laktat akan terancam punah.

Beberapa orang mengendarai mobil mereka dengan masker , itu sangat berbahaya, karena, udara busuk dapat membuat pengemudi kehilangan kesadaran.

Dianjurkan untuk menggunakannya hanya jika Anda dekat dengan seseorang di depan anda, *penting diingat untuk mengangkatnya setiap 10 menit supaya aliran oksigen ke otak tetap sehat.*

Kontraproduktif bagi orang-orang yang melayani masyarakat selama 8 jam, karena mereka memabukkan diri mereka sendiri tanpa menyadarinya.

Pastikan pencegahan tidak membawa Anda ke masalah lain ... *mari gunakan masker secara baik.*

NB :
*Hipoksia* adalah kondisi kurangnya pasokan oksigen di sel dan jaringan tubuh untuk menjalankan fungsi normalnya.

*_Tolong bantu sebarkan pesan ini bila anda anggap penting dan perlu..._*

Dr.Silby Prakoso SPD
RS.Dr.Soetomo",salah,berantai,kesehatan,[misleading content],,,
433,"Mungkin pernah di share disini, reposting spy hapal 

INI PERNYATAAN  EKSTRIM  MENTRI KESEHATAN : Letjen TNI Dr.  Terawan Agus Putranto Sp. Rad ( K)  , . 

Di bawah ini patut menjadi renungan !

01. Masuk ke RS orangnya belum mati, diobati beberapa bulan kemudian mati,
coba kamu pikirkan ini diobati hingga sembuh, atau diobati hingga mati ？

02. Diabetes : 
Mula mula satu tanda plus, selama 10 tahun pengobatan berubah menjadi empat tanda plus, 
coba kamu katakan setelah pengobatan jadi ringan atau tambah berat, serta apakah masih bisa bertahan 10 tahun lagi ...

03. Dokter sendiri berdarah tinggi 10 tahun, dia sendiri tidak dapat mengobati dirinya, tapi bisa bisa buka resep untuk pasien darah tinggi.
Dokter itu sendiri diabetes 5 tahun, asam urat 8 tahun, membuka resep mengobati pasien yg sakit 1-2 tahun

Apakah Ini Tidak Lucu ？

04. Gedung RS makin bangun makin besar, pasien sakit makin hari makin banyak, apabila dokter benar benar dapat menyembuhkan pasien, seharusnya pasien makin hari makin sedikit.

05. Penderita kanker di operasi, radioterapi, kemoterapi, setelah 2-3 bulan mati, bahkan bangkrut melarat.
Andai tidak masuk RS malah bisa hidup 2 tahun, bahkan bisa lebih lama, apakah itu prestasi medis atau hal yg menyedihkan ?

06. Jadi seharusnya orang macam apa yang harus ke rumah sakit ?

Pertama ==> orang yang butuh pertolongan darurat, 

Kedua ==> orang yang butuh hemostasis darurat (menghentikan pendarahan). 

Ketiga ==> orang yang patah tulang tangan / kaki

Keempat ==> ibu hamil yang akan melahirkan. 

Bagi orang orang selain di atas, asal mengatur mentalitas hidup, berolahraga, ubah kebiasaan buruk, gizi seimbang, perawatan dengan herbal sudah un cukup !

07. Kesimpulan : 
Manusia sudah kehilangan pola pikir logis 

Sakit → Makan obat
Ke dokter → Masuk RS 
Akibatnya :
→Jual rumah
→ Pinjam uang
→ Diobati sampai mati

Inilah kesedihan pola pikir inersial manusia！Manusia  demikian galau dan tersesat ！

Ingat :‼️
Kunci sehat berada di tangan diri sendiri!!!

Engkau sesungguhnya tidak sakit, hanya punya kebiasaan ke dokter periksa penyakit.
Jadi otaknya lah yang berpenyakit.

Mahatir Muhamad (usia ±92th ) mengatakan :
Saya akan menyarankan orang untuk tidak beristirahat ketika mereka menjadi tua karena jika anda beristirahat, anda akan segera menjadi sangat lemah dan tidak mampu, dan mungkin menjadi pikun.

Jadilah aktif setelah anda mencapai usia pensiun, kata Dr Mahathir( Perdana Menteri Malaysia) 

Ini sama dengan otot ototmu, Jika anda tidak menggunakan otot dan berbaring sepanjang waktu, otot-otot bahkan tidak dapat membawa berat badan anda. Anda tidak bisa berdiri, anda tidak bisa berjalan.

Otak juga  sama. Jika anda tidak menggunakan otak anda, anda tidak berpikir, anda tidak menyelesaikan masalah, anda tidak membaca, anda tidak menulis, otak mundur dan anda menjadi pikun. Jadi selalu aktiflah, tambahnya.

Jangan Pernah Merasa Sudah Tua,.. Tetaplah Muda dan Aktif.

Hadapi Hidup ini dengan semangat,  jangan pernah berpikir menyerah dan ingat kekayaan yang kita punya tdk ada yg abadi. 

Salam
Bahagia.

SILAHKAN DI SHAREE JIKA ITU BERMANFAAT....❤🙏🙏💪💪🤝
",salah,berantai,politik,[impostor content],,,
434,,salah,,,[fabricated content],,,
435,"""JUMPING URINE""

Saran buat semua laki2 di atas usia 50, apabila mengalami kesulitan buang air seni gara2 ada pembesaran prostat.

SEKEDAR INFO:

Penting bagi yang Usia Lanjut manfaatnya  ""JUMPING URINE"".

Apa yang harus dilakukan, jika Anda tidak bisa mengeluarkan air kencing secara tiba2...?

Baru2 ini saya bertemu dgn seorang dokter allopathy yg terkenal karena artikel medis. Dia berusia 70-an, adalah spesialis THT.  

Sungguh mengherankan untuk mendengarkan salah satu pengalamannya yg dia bagikan. 

Pagi hari itu, ketika dia terbangun, dia punya masalah. Dia memiliki dorongan untuk buang air kecil, tapi entah kenapa dia tidak bisa melakukannya.. 

Pada usia ini, beberapa orang menghadapi masalah seperti itu, umumnya mengerang kesakitan dan pergi ke rumah sakit. Tetapi bgmn bila berada di pelosok dan sendirian...???

Upaya terus-menerusnya tidak menghasilkan apapun, lalu dia sadar,  ada beberapa masalah. Meskipun dia seorang dokter,  tapi dia tidak terkecuali dgn masalah fisik seperti dia,  juga terbuat dari daging dan darah yg sama seperti semua orang. 

Sekarang perut bagian bawahnya menjadi berat dan dia tidak bisa duduk atau berdiri dan menderita karena hal tsb.

Pada saat itu dia menerima sebuah panggilan masuk yg kebetulan berasal dari dokter allopathy lain dari kotanya.

Dengan susah payah dokter THT menjelaskan situasinya kepada dokter teman masa kecilnya. 

Temannya berkata dgn enteng,  ""Oh, kandung kemih Anda sudah penuh dan Anda tidak bisa buang air kecil. Jangan khawatir, lakukan seperti yang saya sarankan Anda akan bisa buang air kecil"". 

Dan dia mulai memberi instruksi:

""Berdiri dan melompat dgn kuat..., sambil melompat mengangkat kedua tangan Anda se-olah2 Anda memetik buah mangga. Lakukan seperti ini 15 sampai 20 kali "".

Apa...??? Saat kandung kemih penuh, dia ingin aku melompat...???

Meski sedikit skeptis, dokter THT itu mulai mencobanya. 

Apa yg terjadi..? Setelah dalam 5 sampai 6 kali Jumping Urine, mulai terasa ingin buang air kecil dan.., akhirnya keluarlah air seninya dgn banyak.  

Dokter THT merasa sangat gembira dan merasa bersyukur.., karena saran dari dokter teman masa kecilnya bisa menyelesaikannya dgn cara yg sederhana. 

Jika tidak,  mengharuskan saya masuk ke rumah sakit,  di mana mereka memasukkan kateter di dlm kandung kemih, suntikan, antibiotics dll sehingga menghasilkan tagihan jumlahnya yg cukup besar, di samping itu juga akan ada  tekanan fisik dan mental untuknya. Minimum 3 hari opname,  check up.., bila perlu operasi batu ginjal...

Silahkan berbagi,  untuk kepentingan orang lain dan sosialisasikan JUMPING URINE ini...!!

SEMOGA BERMANFAAT & TETAP SEHAT....!!

MOHON BANTU MENYEBARKAN INI BIAR BISA BANTU ORANG YG MEMBUTUHKAN.


SALAM
",salah,berantai,kesehatan,[fabricated content],,,
436,,salah,,,[impostor content],,,
437,"Hari ini mall dibuka gaes... ! Ternyata ini tujuan masuk mall pakai barcode: Kalau ada yang positif corona di dalam gedung, maka semua yang terdaftar masuk mall tersebut langsung menjadi ODP karena kemungkinan besar ikut terpapar corona & bisa langsung dicari untuk dikarantina. Jadi, lebih baik jangan pergi ke mall2 dulu kalau ngga amat sangat butuh sekali, karena prosedurnya sama semua mall",salah,tidak berantai,lain,[misleading content],,,
438,"‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️

TOLONG DIBACA SAMPAI SELESAI HAL DIBAWAH INI (PENTING..!!!).

Corona Virus adalah BOHONG...bukan dari Virus tapi dari Bakteri....semua ini diketahui oleh negara Itali..setelah mereka MENG-AUTOPSI JENAZAH KORBAN CORONA...

Ternyata CINA dan WHO menyuruh langsung dikubur dgn ditakut- takuti tertular Covid 19...padahal tujuan mereka supaya mayat tidak diautopsi.....yg berani melakukannya hanya ITALIA..dan ternyata diketahui oleh para ahli kedokteran, penyebabnya kematian adalah oleh bakteri (bukan Virus), dimana bakteri tersebut membuat pembuluh darah melebar dan membeku..maka langsung diketahui obatnya...setelah diminumkan obat tersebut kpd 1400 orang yg positif covid...langsung sembuh (baca dibawah ini akan diberitahu obatnya, ternyata diapotik kita banyak sekali)

Pantas Presiden Trump mengatakan : WHO menjadi boneka CINA
(mari kita baca dibawah ini) 👇🏽👇🏽

CINA dan WHO..BERBOHONGI TENTANG COVID -19

Cina dan WHO menipu dgn mengatakan bahwa covid 19 adalah Virus dan menganjurkan supaya semua org yg terjangkit utk memakai ventilator (spy semua negara membeli alat ini).
‼️WHO melarang semua negara utk melakukan autopsi terhadap mayat Covid dgn alasan akan tertular.

‼️‼️Tapi ITALIA tdk perduli, mereka tetap melakukan Autopsi dan mendapatkan kenyataan, ternyata BUKAN VIRUS YG MENYEBABKAN KEMATIAN, TETAPI BAKTERI YG MENYEBABKAN PEMBULUH DARAH MELEBAR DAN MEMBEKU.

🔥🔥DI ITALIA Obat untuk CORONA VIRUS AKHIRNYA DITEMUKAN

Dokter Italia, tidak mematuhi hukum kesehatan dunia WHO, untuk tidak melakukan otopsi pada kematian Coronavirus dan mereka menemukan bahwa BUKANLAH VIRUS, tetapi BAKTERI lah yang menyebabkan kematian. Ini menyebabkan gumpalan darah terbentuk dan menyebabkan kematian pasien.

‼️Italia mengalahkan apa yang disebut Covid-19, yang tidak lain adalah ""Koagulasi intravaskular diseminata"" (Trombosis)

🔻 Dan cara untuk memeranginya, yaitu, penyembuhannya, adalah dengan ""antibiotik, anti-inflamasi, dan antikoagulan"".

Berita sensasional ini untuk dunia telah diproduksi oleh dokter Italia dengan melakukan otopsi pada mayat yang meninggal karena Covid-19.

‼️Menurut ahli patologi Italia. ""Ventilator dan unit perawatan intensif TIDAK PERNAH DI BUTUHKAN”

Oleh karena itu perubahan protokol pandemi global di Italia, ‼️‼️terungkap, penyembuhan ini, sudah diketahui oleh Negara Cina dan tidak melaporkan hanya UNTUK MELAKUKAN BISNIS.

(Sumber: Kementerian Kesehatan Italia.)

catatan :

Bagikan ini ke seluruh keluarga, lingkungan, kenalan, teman, kolega, rekan kerja ... dll. dll ... dan lingkungannya secara umum ...:

Jika mereka terkena Covid-19 ... yang bukan Virus seperti yang mereka yakini, tetapi bakteri ... diperkuat dengan radiasi elektromagnetik 5G yang juga menghasilkan peradangan dan hipoksia.

Mereka akan melakukan hal berikut:
Mereka akan minum *Aspirin 100mg dan Apronax atau Paracetamol...‼️‼️

Mengapa? ... karena telah ditunjukkan bahwa apa yang dilakukan Covid-19 adalah menggumpalkan darah, menyebabkan orang tersebut mengembangkan trombosis dan darah tidak mengalir dan tidak mengoksigenasi jantung dan paru-paru dan orang tersebut mati dengan cepat karena tidak bisa bernafas.

‼️‼️Di Italia mereka mengacaukan protokol WHO dan melakukan otopsi pada mayat yang meninggal karena Covid-19 ... mereka memotong tubuh, membuka lengan, kaki dan bagian tubuh lainnya dan menyadari bahwa pembuluh darahnya melebar dan membeku, semua pembuluh darah dan arteri dipenuhi dengan trombosis, mencegah darah mengalir secara normal dan membawa oksigen ke semua organ, terutama otak, jantung dan paru-paru, dan pasien akhirnya sekarat,

Setelah mengetahui diagnosis ini, Kementerian Kesehatan Italia segera mengubah protokol pengobatan Covid-19 ... dan mulai memberikan kepada pasien positif mereka *Aspirin 100mg dan Apronax atau Paracetamol...,

hasilnya : pasien mulai pulih dan hadir perbaikan dan Departemen Kesehatan merilis dan mengirim pulang lebih dari 14.000 pasien dalam satu hari.

URGENT: mereka telah berbohong kepada kami, dengan pandemi ini, satu-satunya hal yang dikatakan oleh presiden kami setiap hari adalah data dan statistik tetapi tidak memberikan informasi ini untuk menyelamatkan warga negara, adalah bahwa Ini juga akan terancam oleh para elit? ...
kita tidak tahu, tiba-tiba semua pemerintah dunia, tetapi Italia melanggar norma ... karena mereka sudah kewalahan dan dalam kekacauan serius karena kematian sehari-hari ..., sekarang WHO. ..akan digugat di seluruh dunia, karena menutupi begitu banyak kematian dan jatuhnya ekonomi banyak negara di dunia ... sekarang dipahami mengapa perintah untuk MEMBEBASKAN atau segera mengubur mayat-mayat tanpa otopsi ... dan menamakannya sebagai sangat berpolusi.
Di tangan kita untuk membawa kebenaran dan harapan menyelamatkan banyak nyawa ....

Itulah sebabnya gel anti bakteri bekerja dan klorindioksida ... Seluruh PANDEMI adalah karena mereka ingin vaksinasi dan chip untuk membunuh massa untuk mengendalikan mereka dan mengurangi Populasi Dunia.

SEMOGA TUHAN MENYELAMATKAN KAMI ujar negara Itali
💉💉💉💉💉

Corona aspirin
Corona Virus Aspirin
📢📢📢📢📢📢📢📢
BREAKING NEWS!!!!!!!!!

Berita gempar Dunia : ITALY telah melakukan proses bedah mayat terhadap pasien Corona yg telah meninggal Dunia, yg mana di katakan seperti Wahyu Besar yg diterima seluruh manusia di Dunia ini.

Italy telah menjadi Negara Pertama di Dunia yg melakukan Bedah mayat COVID -19 & setelah penyelidikan menyeluruh dibuat, mendapati bahwa Covid-19 BUKAN Virus, tetapi suatu Rahasia yg sangat besar dibongkar, yg mana yg dikatakan virus itu adalah 1 Penipuan Global sangat besar. Yg terjadi sebenarnya, Penderita Covid-19 yg mati adalah di sebabkan oleh ""Amplified Global 5G Electro magnetic Radiation (Poison)"".

Dokter di Italy nekat telah Melanggar Undang² WHO, yg mana WHO tidak membenarkan Autopsi (Postmortem) pd mayat orang yg telah mati akibat Virus Corona. Namun begitu, Pakar Pengobatan di Italy telah nekat melakukan Autopsi mayat penderita Covid-19 untuk mengetahui apa sebab sebenarnya kematian setelah beberapa jenis penemuan Saintifik. Dapat dikatakan sepenuhnya bahwa itu bukan Virus, tetapi Bakteri. Yg menyebabkan kematian adalah Bakteri yg menyebabkan pembekuan darah terbentuk di dalam pembuluh darah yaitu gumpalan darah di urat & saraf yg disebabkan oleh Bakteri ini & inilah yg menyebabkan kematian pada pasien.

Pakar pengobatan Italy telah mengalahkan Virus Covid-19 yg tersebar meluas di seluruh Dunia dengan menyatakan bahwa ""tidak lain & tidak bukan puncak kematian pada pasien Covid-19 adalah Berpuncak pada pembekuan phelia-intra vaskular (trombosis) & cara menanganinya adalah dg menyembuhkannya yaitu dg mengambil Obat²an seperti tablet anti biotik, anti-radang & mengambil anti koagulan (aspirin) & ini dapat menyembuhkan pasien yg terkena Virus COVID-19"".

Dengan penemuan ini, maka menunjukkan kepada seluruh Penduduk Dunia bahwa pengobatan bagi penyakit Covid-19 telah di temukan & berita sensasi ini dibagi keseluruh Dunia. Penemuan ini telah disiapkan oleh Pakar & dokter dari Italy dg cara Autopsi (Postmortem) mayat pasien Covid-19. Menurut beberapa Saintis Italy yg lain, Ventilator & ICU tidak pernah diperlukan. Protokol untuk ini kini telah dikeluarkan di Italy.

Terdapat pendapat umum mengatakan, bahwa China sebenarnya sudah mengetahui tentang penemuan ini tetapi tidak pernah membuat pengumuman terbuka kpd neg lain didunia.

Dg penemuan ini, info ini dimohon untuk di bagikan kpd semua keluarga, tetangga, kenalan, kawan sekantor agar mereka dapat keluar dari ketakutan Covid-19 & memahami bahwa ini bukan Virus sama sekali tetapi hanya Bakteri yg terkena radiasi 5G. & ini adalah berbahaya bagi org yg mempunyai Immune yg sangat rendah. Juga menyebabkan radang & hipoksia. Mereka yg menjadi korban ini harus mengambil Asprin-100 mg & Apronix atau Paracetamol 650 mg. Kenapa? Kerena telah terbukti bahwa Covid-19 menyebabkan darah membeku yg menyebabkan Trombosis org tsb & disebabkan oleh darah beku di vena & disebabkan oleh otak, jantung & paru² tidak dapat mendapat Oksigen kerena orang tersebut menjadi sukar bernafas & seseorang mati dg cepat kerena Sesak Nafas.

Dokter di Italy tidak mematuhi Protokol WHO & melakukan bedah mayat yg",salah,berantai,politik,[misleading content],,,
